,superficie,time_ctrl,PRECIPITACION,time_ext,SOL,personal,RACHA,lng,lat,Año,TMAX,medios,PRES_RANGE
3173,5.0,4.1,0,4.1,10.4,2,14.4,-7.912517,42.684165,2002,29.2,0,1.5
3174,8.0,2.55,0,2.55,10.4,9,14.4,-7.922171,42.612878,2002,29.2,1,1.5
3175,1.0,1.45,0,1.45,10.4,21,14.4,-8.474541,42.507269,2002,29.2,2,1.5
3176,1.5,2.1,0,2.1,10.4,15,14.4,-8.720785,42.43977,2002,29.2,2,1.5
3177,1.5,3.05,0,3.05,10.4,24,14.4,-8.729524,42.143019,2002,29.2,1,1.5
3178,7.8,3.35,0,3.35,10.4,14,14.4,-8.420869,42.197139,2002,29.2,3,1.5
3179,3.0,2.55,0,2.55,10.4,16,14.4,-8.770784,42.619115,2002,29.2,5,1.5
3180,4.5,3.25,0,3.25,11.5,14,5.0,-8.486345,42.155562,2002,31.2,3,4.60000000000002
3181,1.0,2.45,0,2.45,11.5,25,5.0,-8.602985,42.661757,2002,31.2,2,4.60000000000002
3182,1.5,1.1,0,1.1,11.5,6,5.0,-8.088481,42.820141,2002,31.2,1,4.60000000000002
3183,4.5,1.35,0,1.35,11.5,11,5.0,-8.088481,42.820141,2002,31.2,2,4.60000000000002
3184,3.0,2.5,0,2.5,11.5,11,5.0,-7.906754,42.66826,2002,31.2,2,4.60000000000002
3185,1.5,1.4,0,1.4,11.5,10,5.0,-8.664488,42.585928,2002,31.2,1,4.60000000000002
3186,4.0,1.25,0,1.25,11.5,23,5.0,-8.353642,42.541125,2002,31.2,4,4.60000000000002
3187,1.7,4.1,0,4.1,11.5,14,5.0,-8.463896,42.157918,2002,31.2,2,4.60000000000002
3188,8.8,3.35,0,3.35,11.5,6,5.0,-8.013979,42.588913,2002,31.2,2,4.60000000000002
3189,1.5,1.35,0,1.35,11.5,11,5.0,-8.365324,42.651375,2002,31.2,1,4.60000000000002
3190,3.27,2.03,0,2.03,11.5,6,5.0,-8.185153,42.666571,2002,31.2,1,4.60000000000002
3191,5.0,3.2,0,3.2,5.0,6,6.9,-8.376277,42.592953,2002,27.0,1,2.0
3192,2.2,3.05,0,3.05,5.0,16,6.9,-8.353642,42.541125,2002,27.0,2,2.0
3193,1.55,3.25,0,3.25,5.0,8,6.9,-8.185153,42.666571,2002,27.0,1,2.0
3194,2.3,3.03,0,3.03,5.0,12,6.9,-7.984414,42.637546,2002,27.0,2,2.0
3195,1.2,2.55,0,2.55,5.0,16,6.9,-8.195013,42.222111,2002,27.0,7,2.0
3196,1.2,3.05,0,3.05,5.0,12,6.9,-8.71436,42.010838,2002,27.0,2,2.0
3197,1.0,3.5,0,3.5,5.0,14,6.9,-8.455145,42.564014,2002,27.0,1,2.0
3198,1.95,1.2,0,1.2,5.0,4,6.9,-8.185153,42.666571,2002,27.0,1,2.0
3199,1.0,3.4,0,3.4,5.0,11,6.9,-8.376277,42.592953,2002,27.0,1,2.0
3200,1.5,1.35,0,1.35,5.0,11,6.9,-8.048169,42.676709,2002,27.0,3,2.0
3201,2.6,0.3,0,0.3,5.0,10,6.9,-8.365324,42.651375,2002,27.0,0,2.0
3202,1.5,1.15,0,1.15,5.0,6,6.9,-8.539699,42.487016,2002,27.0,1,2.0
3203,1.5,1.05,0,1.05,5.0,9,6.9,-8.44447,42.171497,2002,27.0,2,2.0
3204,8.8,2.05,0,2.05,5.0,6,6.9,-8.013979,42.588913,2002,27.0,1,2.0
3205,2.3,2.25,0,2.25,5.0,27,6.9,-8.71033,42.11915,2002,27.0,3,2.0
3206,1.5,1.43,0,1.43,5.0,11,6.9,-8.563382,42.327009,2002,27.0,2,2.0
3207,1.0,1.25,0,1.25,0.0,16,10.0,-8.503692,42.153756,2002,21.0,1,3.60000000000002
3208,1.0,0.1,0,0.1,0.0,6,10.0,-8.853411,42.08508,2002,21.0,1,3.60000000000002
3209,3.5,1.57,0,1.57,0.0,12,10.0,-8.306705,42.147953,2002,21.0,3,3.60000000000002
3210,4.0,3.45,0,3.45,0.0,10,10.0,-8.3508,42.235031,2002,21.0,1,3.60000000000002
3211,1.8,2.55,0,2.55,0.0,6,10.0,-8.46446,42.314666,2002,21.0,1,3.60000000000002
3212,1.0,1.2,0,1.2,0.0,17,10.0,-8.568677,42.507455,2002,21.0,1,3.60000000000002
3213,3.2,3.15,0,3.15,0.0,10,10.0,-8.33107,42.639653,2002,21.0,1,3.60000000000002
3214,1.5,1.3,1,1.3,0.8,11,6.4,-8.034448,42.65635,2002,18.2,2,2.69999999999993
3215,1.3,1.25,1,1.25,10.6,11,5.8,-8.020246,42.561472,2002,21.5,1,2.5
3216,2.3,1.05,1,1.05,10.6,19,5.8,-8.365324,42.651375,2002,21.5,2,2.5
3217,1.0,1.05,1,1.05,10.6,9,5.8,-8.181015,42.658293,2002,21.5,1,2.5
3218,2.5,1.1,1,1.1,10.6,20,5.8,-8.090839,42.686601,2002,21.5,6,2.5
3219,10.0,3.4,1,3.4,10.6,25,5.8,-8.081263,42.731714,2002,21.5,5,2.5
3220,7.0,1.33,0,1.33,11.8,30,6.1,-8.081263,42.731714,2002,27.6,7,3.0
3221,2.0,2.35,0,2.35,11.8,21,6.1,-7.90969,42.727148,2002,27.6,4,3.0
3222,1.5,0.5,0,0.5,4.9,21,10.8,-8.606668,42.32033,2002,24.3,3,2.89999999999998
3223,1.2,1.15,0,1.15,7.8,20,5.6,-8.422458,42.268702,2002,25.0,3,3.60000000000002
3224,5.0,3.25,0,3.25,7.8,17,5.6,-7.875513,42.710959,2002,25.0,3,3.60000000000002
3225,6.8,2.5,1,2.5,1.7,21,4.7,-8.291668,42.632509,2002,25.0,4,3.20000000000005
3226,6.0,1.55,1,1.55,1.7,24,4.7,-7.875513,42.710959,2002,25.0,4,3.20000000000005
3227,1.1,1.2,1,1.2,1.7,14,4.7,-8.442433,42.282058,2002,25.0,2,3.20000000000005
3228,1.1,1.05,0,1.05,1.9,17,5.3,-8.268522,42.655202,2002,24.2,2,1.60000000000002
3229,2.0,1.25,0,1.25,10.4,13,5.3,-8.063104,42.745913,2002,27.7,2,2.0
3230,2.4,3.45,0,3.45,9.5,14,5.8,-8.047269,42.795411,2002,24.6,2,5.40000000000009
3231,5.5,2.15,0,2.15,9.5,33,5.8,-8.59322,42.218675,2002,24.6,2,5.40000000000009
3232,3.1,2.25,0,2.25,9.5,23,5.8,-8.658989,42.702499,2002,24.6,4,5.40000000000009
3233,1.5,1.35,0,1.35,8.8,9,6.7,-8.012159,43.501195,2003,14.3,1,6.39999999999998
3234,2.05,1.3,1,1.3,0.1,5,11.4,-9.238336,42.988479,2003,12.6,1,5.69999999999993
3235,3.0,3.45,0,3.45,9.7,11,15.3,-9.11435,42.936918,2003,11.6,1,1.29999999999995
3236,1.5,1.15,0,1.15,6.2,10,5.3,-9.048244,42.941891,2003,11.4,1,2.5
3237,1.0,2.15,0,2.15,6.2,5,5.3,-8.787082,42.709977,2003,11.4,1,2.5
3238,1.0,0.15,1,0.15,4.9,2,6.4,-8.066838,43.505661,2003,11.6,0,8.39999999999998
3239,2.5,2.15,0,2.15,10.0,12,7.5,-8.287918,43.473549,2003,14.0,2,8.30000000000007
3240,2.0,1.25,0,1.25,10.2,7,5.0,-8.100581,43.14477,2003,14.2,1,5.40000000000009
3241,1.0,0.55,0,0.55,7.8,6,10.0,-7.966212,42.993181,2003,20.4,0,4.20000000000005
3242,1.25,0.5,0,0.5,7.8,6,10.0,-9.055546,43.074649,2003,20.4,1,4.20000000000005
3243,1.0,1.15,0,1.15,6.7,5,5.8,-8.156198,43.27369,2003,17.7,1,5.19999999999993
3244,1.0,1.35,0,1.35,0.0,6,8.1,-8.480679,43.196374,2003,19.8,1,2.29999999999995
3245,1.0,2.15,0,2.15,0.0,11,8.1,-8.437369,43.214944,2003,19.8,1,2.29999999999995
3246,1.0,3.45,0,3.45,0.0,11,8.1,-8.94043,42.916698,2003,19.8,1,2.29999999999995
3247,1.0,1.2,0,1.2,5.2,11,4.7,-8.287932,43.501867,2003,20.4,3,3.10000000000002
3248,1.0,1.0,0,1.0,5.2,5,4.7,-8.431528,43.126668,2003,20.4,1,3.10000000000002
3249,5.5,1.3,0,1.3,6.2,6,10.0,-7.966819,42.958409,2003,16.8,1,5.0
3250,1.3,1.2,0,1.2,1.3,6,7.8,-7.966212,42.993181,2003,15.4,1,2.0
3251,1.0,1.35,0,1.35,1.3,6,7.8,-9.268324,43.041192,2003,15.4,1,2.0
3252,1.0,3.0,0,3.0,1.5,6,8.6,-7.760657,43.595008,2003,19.6,2,3.20000000000005
3253,2.0,1.5,0,1.5,1.5,6,8.6,-7.942416,43.015206,2003,19.6,1,3.20000000000005
3254,1.0,1.13,0,1.13,9.3,7,7.5,-8.847286,43.096344,2003,19.4,1,2.0
3255,1.0,0.1,0,0.1,9.3,6,7.5,-7.963077,43.275921,2003,19.4,1,2.0
3256,2.0,1.15,0,1.15,9.3,6,7.5,-8.034514,43.199782,2003,19.4,1,2.0
3257,3.0,2.0,0,2.0,9.3,9,7.5,-8.066838,43.505661,2003,19.4,2,2.0
3258,3.0,1.05,0,1.05,9.3,6,7.5,-7.942416,43.015206,2003,19.4,1,2.0
3259,5.0,1.25,0,1.25,9.3,5,7.5,-8.772107,43.090275,2003,19.4,1,2.0
3260,2.0,0.1,0,0.1,10.0,5,11.1,-8.905523,43.117091,2003,17.8,1,3.69999999999993
3261,2.0,2.4,0,2.4,10.0,8,11.1,-8.895308,42.893585,2003,17.8,3,3.69999999999993
3262,1.5,0.2,0,0.2,10.0,11,11.1,-9.015749,42.550215,2003,17.8,1,3.69999999999993
3263,2.0,1.4,0,1.4,10.0,6,11.1,-8.367323,43.100946,2003,17.8,1,3.69999999999993
3264,2.0,2.35,0,2.35,10.0,9,11.1,-9.082862,42.917476,2003,17.8,1,3.69999999999993
3265,1.5,3.35,0,3.35,10.0,21,11.1,-8.634006,43.040489,2003,17.8,2,3.69999999999993
3266,1.7,0.4,0,0.4,10.0,12,11.1,-8.586737,43.139616,2003,17.8,1,3.69999999999993
3267,1.0,2.15,0,2.15,10.0,7,11.1,-8.741116,43.026913,2003,17.8,1,3.69999999999993
3268,1.5,3.05,0,3.05,10.0,6,11.1,-8.801318,42.825461,2003,17.8,1,3.69999999999993
3269,2.9,2.45,0,2.45,10.3,15,11.7,-8.12113,43.039095,2003,18.8,3,3.29999999999995
3270,1.6,4.15,0,4.15,10.3,11,11.7,-8.892316,43.036098,2003,18.8,2,3.29999999999995
3271,1.0,2.05,0,2.05,10.3,6,11.7,-8.088987,43.204208,2003,18.8,1,3.29999999999995
3272,3.0,1.1,0,1.1,10.3,6,11.7,-7.963077,43.275921,2003,18.8,1,3.29999999999995
3273,6.0,3.55,0,3.55,10.3,18,11.7,-8.598595,42.829811,2003,18.8,4,3.29999999999995
3274,1.0,1.15,0,1.15,10.3,6,11.7,-8.586737,43.139616,2003,18.8,1,3.29999999999995
3275,5.0,3.15,0,3.15,10.3,24,11.7,-8.787082,42.709977,2003,18.8,1,3.29999999999995
3276,1.0,2.5,0,2.5,10.3,5,11.7,-8.545598,43.127367,2003,18.8,1,3.29999999999995
3277,1.0,1.1,0,1.1,10.3,6,11.7,-8.591531,43.067882,2003,18.8,1,3.29999999999995
3278,1.0,2.4,0,2.4,6.9,1,10.6,-9.082862,42.917476,2003,15.6,1,6.80000000000007
3279,1.0,2.55,0,2.55,6.9,10,10.6,-8.94043,42.916698,2003,15.6,1,6.80000000000007
3280,1.1,1.35,0,1.35,6.9,6,10.6,-7.963077,43.275921,2003,15.6,1,6.80000000000007
3281,2.05,2.45,0,2.45,6.9,7,10.6,-8.055628,43.060419,2003,15.6,1,6.80000000000007
3282,1.5,2.25,0,2.25,6.9,1,10.6,-7.980296,43.159789,2003,15.6,1,6.80000000000007
3283,1.5,1.1,0,1.1,6.9,7,10.6,-8.752758,42.724758,2003,15.6,2,6.80000000000007
3284,5.0,2.5,0,2.5,6.9,10,10.6,-8.016378,42.980503,2003,15.6,2,6.80000000000007
3285,2.2,2.0,0,2.0,6.9,5,10.6,-8.926821,43.068876,2003,15.6,1,6.80000000000007
3286,3.1,1.15,0,1.15,6.9,12,10.6,-7.963077,43.275921,2003,15.6,2,6.80000000000007
3287,1.02,3.45,0,3.45,6.9,15,10.6,-8.431528,43.126668,2003,15.6,2,6.80000000000007
3288,2.8,1.5,0,1.5,6.9,9,10.6,-9.023046,42.8825,2003,15.6,2,6.80000000000007
3289,1.1,2.4,0,2.4,6.9,13,10.6,-7.804934,43.61754,2003,15.6,2,6.80000000000007
3290,3.0,1.25,0,1.25,6.9,6,10.6,-9.11064,43.014366,2003,15.6,1,6.80000000000007
3291,1.1,1.45,0,1.45,6.9,6,10.6,-8.480679,43.196374,2003,15.6,1,6.80000000000007
3292,1.5,1.15,0,1.15,6.9,5,10.6,-8.859001,43.185426,2003,15.6,2,6.80000000000007
3293,2.0,2.4,0,2.4,6.9,6,10.6,-7.980296,43.159789,2003,15.6,1,6.80000000000007
3294,4.0,2.3,0,2.3,6.9,6,10.6,-8.022817,42.953435,2003,15.6,1,6.80000000000007
3295,10.0,4.15,0,4.15,6.9,17,10.6,-7.924292,42.949751,2003,15.6,2,6.80000000000007
3296,1.0,2.0,0,2.0,6.9,5,10.6,-8.658322,43.107606,2003,15.6,1,6.80000000000007
3297,2.0,1.5,0,1.5,6.9,5,10.6,-8.598926,43.107206,2003,15.6,2,6.80000000000007
3298,1.7,1.35,0,1.35,5.4,16,13.9,-8.880832,42.752862,2003,15.0,3,2.10000000000002
3299,1.25,1.45,0,1.45,11.0,10,14.4,-8.926821,43.068876,2003,16.6,1,2.79999999999995
3300,2.5,1.1,0,1.1,11.0,16,14.4,-7.996397,43.590928,2003,16.6,3,2.79999999999995
3301,1.45,1.3,0,1.3,11.0,13,14.4,-8.664463,42.837542,2003,16.6,1,2.79999999999995
3302,2.0,2.25,0,2.25,11.0,5,14.4,-8.598926,43.107206,2003,16.6,1,2.79999999999995
3303,3.0,1.2,0,1.2,11.0,13,14.4,-8.801318,42.825461,2003,16.6,2,2.79999999999995
3304,3.0,1.35,0,1.35,11.0,6,14.4,-7.963077,43.275921,2003,16.6,1,2.79999999999995
3305,2.0,1.25,0,1.25,11.0,9,14.4,-8.066838,43.505661,2003,16.6,2,2.79999999999995
3306,2.5,2.25,0,2.25,11.0,13,14.4,-8.976199,42.584255,2003,16.6,0,2.79999999999995
3307,3.0,1.45,0,1.45,11.0,6,14.4,-7.9532,42.947452,2003,16.6,1,2.79999999999995
3308,1.0,1.15,0,1.15,11.0,12,14.4,-8.118591,43.23755,2003,16.6,2,2.79999999999995
3309,1.8,2.55,0,2.55,11.1,13,11.1,-8.850575,42.783715,2003,20.6,2,4.89999999999998
3310,1.0,0.45,0,0.45,11.1,6,11.1,-8.142802,43.131308,2003,20.6,1,4.89999999999998
3311,2.5,1.3,0,1.3,11.1,16,11.1,-8.648783,42.786588,2003,20.6,2,4.89999999999998
3312,3.0,2.4,0,2.4,11.1,12,11.1,-8.64329,43.219823,2003,20.6,2,4.89999999999998
3313,1.5,1.25,0,1.25,11.1,11,11.1,-8.173019,43.318287,2003,20.6,1,4.89999999999998
3314,1.25,1.35,0,1.35,11.1,11,11.1,-8.598926,43.107206,2003,20.6,2,4.89999999999998
3315,2.0,3.3,0,3.3,11.1,11,11.1,-8.598926,43.107206,2003,20.6,2,4.89999999999998
3316,1.0,1.35,0,1.35,11.1,6,11.1,-8.605264,43.157565,2003,20.6,1,4.89999999999998
3317,1.0,1.45,0,1.45,11.1,6,11.1,-8.382241,43.146232,2003,20.6,1,4.89999999999998
3318,3.0,3.3,0,3.3,11.1,6,11.1,-8.038777,43.703581,2003,20.6,1,4.89999999999998
3319,1.5,1.3,0,1.3,11.1,6,11.1,-7.966212,42.993181,2003,20.6,1,4.89999999999998
3320,1.05,1.0,0,1.0,10.9,6,6.9,-8.026322,43.006369,2003,21.6,1,4.70000000000005
3321,2.0,1.3,0,1.3,10.9,6,6.9,-8.780348,43.046257,2003,21.6,1,4.70000000000005
3322,4.2,2.05,0,2.05,10.9,6,6.9,-8.157982,43.171005,2003,21.6,1,4.70000000000005
3323,1.25,1.45,0,1.45,10.9,6,6.9,-8.847286,43.096344,2003,21.6,1,4.70000000000005
3324,1.5,1.05,0,1.05,10.9,6,6.9,-8.926821,43.068876,2003,21.6,2,4.70000000000005
3325,1.5,1.25,0,1.25,10.9,6,6.9,-8.157982,43.171005,2003,21.6,1,4.70000000000005
3326,1.0,2.0,0,2.0,10.9,6,6.9,-7.966212,42.993181,2003,21.6,1,4.70000000000005
3327,1.5,2.3,0,2.3,10.9,6,6.9,-9.082862,42.917476,2003,21.6,1,4.70000000000005
3328,1.0,0.5,0,0.5,10.9,5,6.9,-8.892316,43.036098,2003,21.6,1,4.70000000000005
3329,1.2,2.4,0,2.4,10.9,6,6.9,-8.499434,43.177097,2003,21.6,1,4.70000000000005
3330,1.5,1.4,0,1.4,10.9,6,6.9,-8.016378,42.980503,2003,21.6,1,4.70000000000005
3331,1.4,3.1,0,3.1,10.9,22,6.9,-8.664463,42.837542,2003,21.6,2,4.70000000000005
3332,1.5,1.29,0,1.29,11.5,2,12.5,-8.922754,43.109135,2003,18.8,1,5.79999999999995
3333,1.0,1.25,0,1.25,10.9,5,6.9,-9.048244,42.941891,2003,21.6,1,4.70000000000005
3334,3.0,4.05,0,4.05,10.9,13,6.9,-8.250286,43.549187,2003,21.6,2,4.70000000000005
3335,1.45,2.0,0,2.0,11.5,6,12.5,-8.605264,43.157565,2003,18.8,1,5.79999999999995
3336,1.0,1.55,0,1.55,11.5,6,12.5,-7.924292,42.949751,2003,18.8,1,5.79999999999995
3337,10.0,3.25,0,3.25,11.5,11,12.5,-7.924292,42.949751,2003,18.8,2,5.79999999999995
3338,3.02,3.08,0,3.08,11.5,6,12.5,-8.892316,43.036098,2003,18.8,1,5.79999999999995
3339,3.7,3.2,0,3.2,11.5,15,12.5,-8.976199,42.584255,2003,18.8,3,5.79999999999995
3340,2.3,1.45,0,1.45,11.5,11,12.5,-7.826024,43.598634,2003,18.8,1,5.79999999999995
3341,2.06,2.0,0,2.0,11.5,6,12.5,-8.573924,43.127269,2003,18.8,1,5.79999999999995
3342,2.05,3.35,0,3.35,11.5,9,12.5,-8.489409,43.130894,2003,18.8,2,5.79999999999995
3343,3.06,3.1,0,3.1,11.5,7,12.5,-8.598926,43.107206,2003,18.8,1,5.79999999999995
3344,2.7,1.4,0,1.4,11.5,5,12.5,-8.077473,43.09659,2003,18.8,1,5.79999999999995
3345,5.0,3.45,0,3.45,11.5,16,12.5,-8.503697,42.973883,2003,18.8,5,5.79999999999995
3346,1.7,1.15,0,1.15,11.5,10,12.5,-8.450777,43.083016,2003,18.8,1,5.79999999999995
3347,2.5,2.0,0,2.0,11.5,5,12.5,-7.760657,43.595008,2003,18.8,0,5.79999999999995
3348,2.0,2.5,0,2.5,11.5,7,12.5,-8.250286,43.549187,2003,18.8,1,5.79999999999995
3349,1.2,2.4,0,2.4,11.5,8,12.5,-8.862045,42.95347,2003,18.8,1,5.79999999999995
3350,2.0,3.1,0,3.1,11.5,12,12.5,-8.772107,43.090275,2003,18.8,2,5.79999999999995
3351,1.0,3.0,0,3.0,11.5,6,12.5,-8.680556,43.137999,2003,18.8,0,5.79999999999995
3352,1.0,1.25,0,1.25,11.1,6,14.4,-8.100581,43.14477,2003,16.0,1,2.89999999999998
3353,1.0,2.55,0,2.55,11.1,5,14.4,-7.760657,43.595008,2003,16.0,1,2.89999999999998
3354,1.2,3.3,0,3.3,11.1,6,14.4,-8.905523,43.117091,2003,16.0,2,2.89999999999998
3355,1.3,2.25,0,2.25,11.1,5,14.4,-8.250286,43.549187,2003,16.0,1,2.89999999999998
3356,5.0,3.15,0,3.15,11.1,13,14.4,-9.058135,43.123248,2003,16.0,5,2.89999999999998
3357,1.3,1.4,0,1.4,11.1,19,14.4,-8.930256,43.018423,2003,16.0,3,2.89999999999998
3358,2.5,2.1,0,2.1,11.1,11,14.4,-8.928184,42.700129,2003,16.0,2,2.89999999999998
3359,1.0,2.0,0,2.0,11.1,10,14.4,-8.450777,43.083016,2003,16.0,1,2.89999999999998
3360,1.0,3.5,0,3.5,11.1,11,14.4,-8.480679,43.196374,2003,16.0,2,2.89999999999998
3361,1.5,2.1,0,2.1,11.1,11,14.4,-8.499434,43.177097,2003,16.0,1,2.89999999999998
3362,1.0,1.55,0,1.55,11.1,5,14.4,-7.9532,42.947452,2003,16.0,1,2.89999999999998
3363,1.0,0.45,0,0.45,4.2,11,9.7,-8.480679,43.196374,2003,14.0,1,1.29999999999995
3364,1.2,3.05,0,3.05,11.1,6,14.4,-7.966819,42.958409,2003,16.0,2,2.89999999999998
3365,1.5,3.3,0,3.3,4.2,11,9.7,-8.605264,43.157565,2003,14.0,3,1.29999999999995
3366,2.0,3.35,0,3.35,4.2,14,9.7,-8.749553,43.146455,2003,14.0,3,1.29999999999995
3367,5.0,2.55,0,2.55,4.2,11,9.7,-8.724629,43.082373,2003,14.0,1,1.29999999999995
3368,1.0,3.0,0,3.0,4.2,8,9.7,-8.536714,43.273109,2003,14.0,2,1.29999999999995
3369,2.0,4.1,0,4.1,4.2,11,9.7,-7.726968,43.666274,2003,14.0,2,1.29999999999995
3370,2.5,1.35,0,1.35,4.2,11,9.7,-8.680556,43.137999,2003,14.0,2,1.29999999999995
3371,1.5,2.05,0,2.05,4.2,14,9.7,-8.598595,42.829811,2003,14.0,3,1.29999999999995
3372,1.65,1.3,0,1.3,4.2,5,9.7,-8.922754,43.109135,2003,14.0,1,1.29999999999995
3373,1.0,1.15,1,1.15,1.9,6,23.6,-7.942416,43.015206,2003,15.0,1,8.40000000000009
3374,2.0,1.2,1,1.2,3.3,9,20.3,-8.070016,43.399247,2003,17.9,1,3.5
3375,1.4,4.15,0,4.15,7.7,8,21.1,-8.929837,43.278636,2003,14.6,1,4.89999999999998
3376,5.0,2.57,0,2.57,9.8,16,16.7,-7.966181,42.929893,2003,16.6,3,1.60000000000002
3377,1.0,1.15,0,1.15,8.8,6,11.7,-8.681299,42.797346,2003,16.8,1,2.69999999999993
3378,1.0,1.45,0,1.45,8.8,11,11.7,-8.612175,42.982424,2003,16.8,3,2.69999999999993
3379,1.0,1.4,0,1.4,8.2,11,13.6,-7.963077,43.275921,2003,17.6,1,4.20000000000005
3380,4.75,3.35,0,3.35,11.3,16,22.5,-8.681299,42.797346,2003,16.2,4,1.60000000000002
3381,1.0,2.05,0,2.05,11.3,5,22.5,-8.038777,43.703581,2003,16.2,1,1.60000000000002
3382,1.5,2.5,0,2.5,11.3,6,22.5,-8.859001,43.185426,2003,16.2,1,1.60000000000002
3383,1.5,3.25,0,3.25,13.0,12,21.1,-8.31818,43.222688,2003,18.5,3,3.5
3384,1.0,1.2,0,1.2,13.0,5,21.1,-8.928184,42.700129,2003,18.5,1,3.5
3385,2.0,2.35,0,2.35,13.0,17,21.1,-8.271803,43.114435,2003,18.5,3,3.5
3386,1.0,2.35,0,2.35,13.0,5,21.1,-8.077473,43.09659,2003,18.5,1,3.5
3387,1.0,2.4,0,2.4,13.0,6,21.1,-8.4435,42.903996,2003,18.5,1,3.5
3388,1.5,3.55,0,3.55,13.0,9,21.1,-7.9532,42.947452,2003,18.5,1,3.5
3389,1.0,1.4,1,1.4,10.8,8,15.3,-8.649667,43.153271,2003,19.4,1,5.89999999999998
3390,1.0,1.35,1,1.35,10.8,16,15.3,-8.463079,43.30714,2003,19.4,4,5.89999999999998
3391,1.0,1.45,1,1.45,5.5,10,11.9,-8.787082,42.709977,2003,18.8,2,2.0
3392,1.0,1.35,0,1.35,13.0,25,9.4,-8.741116,43.026913,2003,20.8,3,2.39999999999998
3393,8.6,2.4,0,2.4,12.8,10,10.3,-8.797444,43.112106,2003,25.0,2,4.0
3394,2.0,3.0,0,3.0,12.8,5,10.3,-8.833016,43.124887,2003,25.0,2,4.0
3395,1.2,0.45,0,0.45,12.8,6,10.3,-8.649667,43.153271,2003,25.0,1,4.0
3396,2.5,3.3,0,3.3,12.8,17,10.3,-8.658322,43.107606,2003,25.0,4,4.0
3397,1.0,3.15,0,3.15,12.8,13,10.3,-8.772107,43.090275,2003,25.0,4,4.0
3398,1.0,2.15,0,2.15,12.8,17,10.3,-9.094773,42.766204,2003,25.0,3,4.0
3399,1.0,1.25,0,1.25,12.9,13,12.2,-8.724629,43.082373,2003,28.8,3,3.0
3400,6.0,3.1,0,3.1,12.9,13,12.2,-8.288805,43.328115,2003,28.8,3,3.0
3401,1.0,1.25,0,1.25,12.9,10,12.2,-8.193608,43.0055,2003,28.8,2,3.0
3402,1.0,2.25,0,2.25,12.9,6,12.2,-8.055628,43.060419,2003,28.8,1,3.0
3403,1.0,1.25,0,1.25,7.5,5,11.1,-8.892316,43.036098,2003,18.4,1,1.69999999999993
3404,1.5,2.45,0,2.45,7.5,11,11.1,-8.82585,43.241345,2003,18.4,1,1.69999999999993
3405,1.0,2.5,0,2.5,7.5,8,11.1,-8.772107,43.090275,2003,18.4,1,1.69999999999993
3406,2.0,2.15,0,2.15,0.0,14,10.6,-8.4838,42.888021,2003,16.4,6,3.5
3407,1.05,2.5,0,2.5,2.4,10,10.3,-8.428069,43.294409,2003,18.2,3,2.20000000000005
3408,1.5,2.35,0,2.35,2.4,17,10.3,-8.250286,43.549187,2003,18.2,2,2.20000000000005
3409,1.0,1.1,0,1.1,3.0,5,7.2,-8.586737,43.139616,2003,20.4,1,2.0
3410,1.0,3.05,0,3.05,9.4,10,10.8,-8.74306,42.76328,2003,25.3,1,4.39999999999998
3411,1.0,2.45,0,2.45,7.1,12,12.5,-8.250286,43.549187,2003,24.2,2,6.69999999999993
3412,1.0,1.3,1,1.3,1.5,6,6.1,-8.157982,43.171005,2003,21.6,1,2.60000000000002
3413,1.0,1.15,0,1.15,8.0,6,8.3,-8.749553,43.146455,2003,20.0,1,5.5
3414,1.04,3.35,0,3.35,13.2,10,11.7,-8.58577,43.293612,2003,20.5,2,1.80000000000007
3415,1.5,1.2,0,1.2,13.2,13,11.7,-8.233026,43.261634,2003,20.5,2,1.80000000000007
3416,2.0,1.35,0,1.35,13.2,5,11.7,-8.044866,43.645998,2003,20.5,2,1.80000000000007
3417,2.0,1.45,0,1.45,13.2,9,11.7,-8.215567,43.544011,2003,20.5,1,1.80000000000007
3418,3.0,2.55,0,2.55,13.2,6,11.7,-8.204295,43.149788,2003,20.5,1,1.80000000000007
3419,3.0,2.3,0,2.3,13.2,6,11.7,-7.980296,43.159789,2003,20.5,1,1.80000000000007
3420,2.18,2.16,0,2.16,13.2,8,11.7,-8.284681,43.546643,2003,20.5,1,1.80000000000007
3421,1.4,1.08,0,1.08,13.3,6,11.7,-8.763821,42.65805,2003,30.4,2,5.39999999999998
3422,1.5,2.2,0,2.2,13.3,6,11.7,-8.724629,43.082373,2003,30.4,1,5.39999999999998
3423,3.5,3.5,0,3.5,13.3,9,11.7,-8.250286,43.549187,2003,30.4,3,5.39999999999998
3424,1.0,3.3,0,3.3,13.3,4,11.7,-7.980296,43.159789,2003,30.4,2,5.39999999999998
3425,2.7,1.5,0,1.5,13.3,5,11.7,-8.772107,43.090275,2003,30.4,1,5.39999999999998
3426,1.85,4.05,0,4.05,13.3,6,11.7,-8.724629,43.082373,2003,30.4,1,5.39999999999998
3427,1.04,1.55,0,1.55,13.3,11,11.7,-8.480679,43.196374,2003,30.4,1,5.39999999999998
3428,2.0,1.3,0,1.3,13.3,6,11.7,-8.250412,43.237482,2003,30.4,1,5.39999999999998
3429,1.0,1.55,0,1.55,13.1,5,6.7,-8.483845,42.995605,2003,30.8,1,4.30000000000007
