,superficie,time_ctrl,PRECIPITACION,time_ext,SOL,personal,RACHA,lng,lat,Año,TMAX,medios,PRES_RANGE
6545,1.2,1.18,0,1.18,6.6,16,12.2,-8.880832,42.752862,2005,20.6,2,1.79999999999995
6546,2.5,1.41,1,1.41,6.8,13,9.2,-8.749553,43.146455,2005,23.3,3,2.60000000000002
6547,1.0,1.25,1,1.25,6.8,14,9.2,-8.780348,43.046257,2005,23.3,2,2.60000000000002
6548,2.6,2.5,0,2.5,11.1,11,12.8,-8.857975,42.819575,2005,22.0,1,3.0
6549,1.0,1.4,0,1.4,13.1,19,14.2,-8.170012,42.964592,2005,24.6,0,1.0
6550,1.0,2.55,0,2.55,13.1,12,14.2,-9.2368,43.019739,2005,24.6,3,1.0
6551,6.0,4.1,0,4.1,13.1,6,14.2,-9.055546,43.074649,2005,24.6,2,1.0
6552,2.0,1.05,0,1.05,13.1,16,14.2,-7.965909,43.103299,2005,24.6,2,1.0
6553,6.0,4.05,0,4.05,13.6,16,13.3,-8.763821,42.65805,2005,28.4,2,2.20000000000005
6554,1.0,0.38,0,0.38,13.6,8,13.3,-9.026022,42.53267,2005,28.4,2,2.20000000000005
6555,1.34,1.5,0,1.5,13.6,15,13.3,-8.91086,42.673902,2005,28.4,2,2.20000000000005
6556,5.0,2.49,0,2.49,13.6,10,13.3,-7.980296,43.159789,2005,28.4,2,2.20000000000005
6557,1.2,1.43,0,1.43,13.5,16,9.2,-9.119204,42.97541,2005,30.6,3,1.60000000000002
6558,9.1,3.55,0,3.55,13.6,22,13.3,-8.765401,42.81202,2005,28.4,2,2.20000000000005
6559,5.0,1.2,0,1.2,13.5,16,9.2,-8.824556,42.801806,2005,30.6,1,1.60000000000002
6560,1.0,1.16,0,1.16,13.5,14,9.2,-8.520541,43.298904,2005,30.6,2,1.60000000000002
6561,1.1,2.0,0,2.0,13.5,10,9.2,-8.250286,43.549187,2005,30.6,2,1.60000000000002
6562,3.25,2.25,0,2.25,13.5,27,9.2,-8.765401,42.81202,2005,30.6,5,1.60000000000002
6563,2.52,0.5,0,0.5,13.5,6,11.4,-8.766696,42.913009,2005,32.4,1,2.70000000000005
6564,1.0,1.15,0,1.15,13.5,11,11.4,-8.463079,43.30714,2005,32.4,2,2.70000000000005
6565,1.0,1.44,0,1.44,13.5,19,11.4,-8.402182,43.257772,2005,32.4,3,2.70000000000005
6566,1.3,1.4,0,1.4,13.5,29,11.4,-8.895308,42.893585,2005,32.4,3,2.70000000000005
6567,3.05,1.4,0,1.4,13.5,24,11.4,-8.570143,42.791858,2005,32.4,4,2.70000000000005
6568,1.5,2.05,0,2.05,10.9,1,11.4,-8.287918,43.473549,2005,30.0,0,1.5
6569,6.0,2.45,0,2.45,10.9,14,11.4,-8.21359,43.017463,2005,30.0,3,1.5
6570,4.0,1.1,0,1.1,13.5,15,11.4,-8.900901,42.773828,2005,32.4,4,2.70000000000005
6571,1.0,1.0,0,1.0,10.9,32,11.4,-8.090466,43.367059,2005,30.0,3,1.5
6572,1.1,0.5,0,0.5,10.9,12,11.4,-8.394746,43.32063,2005,30.0,3,1.5
6573,5.0,1.3,0,1.3,0.8,12,5.8,-9.023046,42.8825,2005,22.2,1,2.79999999999995
6574,1.11,1.05,0,1.05,0.8,11,5.8,-8.570143,42.791858,2005,22.2,1,2.79999999999995
6575,3.0,0.45,0,0.45,12.7,11,9.2,-7.965909,43.103299,2005,25.5,2,2.60000000000002
6576,1.2,2.3,0,2.3,9.2,16,7.5,-9.023046,42.8825,2005,23.2,2,2.0
6577,1.8,1.45,0,1.45,9.2,19,7.5,-8.585333,42.875529,2005,23.2,3,2.0
6578,1.8,2.05,1,2.05,6.3,6,10.6,-7.998102,42.991186,2005,22.6,2,2.5
6579,1.4,1.45,1,1.45,6.3,4,10.6,-8.201348,43.590545,2005,22.6,1,2.5
6580,1.2,1.4,0,1.4,10.2,14,15.0,-8.801955,43.294596,2005,22.8,2,2.10000000000002
6581,1.05,2.15,0,2.15,10.2,15,15.0,-9.11064,43.014366,2005,22.8,2,2.10000000000002
6582,2.16,3.05,0,3.05,10.2,26,15.0,-8.802512,42.780977,2005,22.8,7,2.10000000000002
6583,1.5,1.3,0,1.3,10.2,6,15.0,-7.965909,43.103299,2005,22.8,1,2.10000000000002
6584,1.0,1.35,0,1.35,13.2,21,8.1,-8.990898,42.572775,2005,29.5,2,4.0
6585,1.0,1.25,0,1.25,13.2,19,8.1,-8.94043,42.916698,2005,29.5,3,4.0
6586,2.44,2.0,0,2.0,13.2,26,8.1,-8.437369,43.214944,2005,29.5,4,4.0
6587,2.0,1.4,0,1.4,13.2,11,8.1,-7.965909,43.103299,2005,29.5,1,4.0
6588,1.0,1.1,0,1.1,13.2,6,8.1,-8.597662,42.852951,2005,29.5,3,4.0
6589,2.2,3.0,0,3.0,13.2,24,8.1,-8.880832,42.752862,2005,29.5,4,4.0
6590,6.0,2.1,0,2.1,13.2,25,8.1,-8.789613,43.137621,2005,29.5,5,4.0
6591,2.0,3.1,0,3.1,12.8,11,8.3,-8.426818,43.351491,2005,28.0,5,2.0
6592,1.01,0.58,0,0.58,12.8,13,8.3,-8.184326,43.163317,2005,28.0,1,2.0
6593,5.0,4.1,0,4.1,12.8,32,8.3,-8.476901,42.929008,2005,28.0,7,2.0
6594,1.7,0.5,0,0.5,12.8,13,8.3,-8.373368,43.336777,2005,28.0,2,2.0
6595,3.2,3.3,0,3.3,12.8,21,8.3,-8.157982,43.171005,2005,28.0,2,2.0
6596,6.0,4.15,0,4.15,12.8,12,8.3,-7.980296,43.159789,2005,28.0,1,2.0
6597,2.5,1.15,0,1.15,12.1,21,11.9,-9.119204,42.97541,2005,23.0,2,2.89999999999998
6598,1.0,1.4,0,1.4,12.1,9,11.9,-7.980296,43.159789,2005,23.0,1,2.89999999999998
6599,3.0,1.4,0,1.4,12.1,27,11.9,-9.036931,42.59324,2005,23.0,5,2.89999999999998
6600,4.0,3.15,0,3.15,12.1,1,11.9,-8.649667,43.153271,2005,23.0,0,2.89999999999998
6601,6.0,3.15,0,3.15,12.1,16,11.9,-8.789613,43.137621,2005,23.0,2,2.89999999999998
6602,5.0,3.1,1,3.1,5.8,31,11.7,-9.05551,43.007193,2005,25.0,5,5.5
6603,1.0,2.05,1,2.05,5.8,26,11.7,-8.597662,42.852951,2005,25.0,3,5.5
6604,1.5,1.4,1,1.4,5.8,16,11.7,-8.437369,43.214944,2005,25.0,1,5.5
6605,1.0,1.2,1,1.2,5.8,13,11.7,-8.724629,43.082373,2005,25.0,2,5.5
6606,2.0,1.25,1,1.25,5.8,17,11.7,-8.999427,42.607448,2005,25.0,3,5.5
6607,1.0,0.25,1,0.25,5.8,11,11.7,-8.645843,42.948152,2005,25.0,1,5.5
6608,2.0,2.1,1,2.1,5.8,11,11.7,-8.437369,43.214944,2005,25.0,3,5.5
6609,1.0,1.4,1,1.4,5.8,16,11.7,-8.850752,43.227333,2005,25.0,1,5.5
6610,1.0,1.35,0,1.35,0.0,10,10.3,-8.801955,43.294596,2005,21.3,1,2.79999999999995
6611,2.3,2.4,0,2.4,10.9,11,7.8,-8.648048,42.916127,2005,23.0,2,2.70000000000005
6612,1.09,1.3,0,1.3,12.7,22,14.2,-8.147286,43.355872,2005,22.8,3,1.80000000000007
6613,8.0,3.2,0,3.2,12.7,32,14.2,-8.976258,42.687163,2005,22.8,2,1.80000000000007
6614,1.0,1.1,0,1.1,12.9,3,10.8,-8.201348,43.590545,2005,27.8,1,3.60000000000002
6615,1.6,0.45,0,0.45,12.9,16,10.8,-8.585333,42.875529,2005,27.8,3,3.60000000000002
6616,2.8,1.55,0,1.55,13.4,16,10.6,-8.585333,42.875529,2005,24.2,3,2.10000000000002
6617,6.0,2.4,0,2.4,13.4,23,10.6,-8.634623,42.936446,2005,24.2,4,2.10000000000002
6618,1.5,1.5,0,1.5,13.4,26,10.6,-8.147286,43.355872,2005,24.2,4,2.10000000000002
6619,1.2,1.2,0,1.2,13.4,16,10.6,-8.804536,42.860227,2005,24.2,4,2.10000000000002
6620,1.0,1.13,0,1.13,13.4,16,10.6,-8.878221,43.254316,2005,24.2,2,2.10000000000002
6621,3.9,3.0,0,3.0,13.4,28,10.6,-9.204368,43.076461,2005,24.2,3,2.10000000000002
6622,5.0,3.51,0,3.51,13.4,8,10.6,-8.999427,42.607448,2005,24.2,1,2.10000000000002
6623,2.0,2.3,0,2.3,12.2,10,7.8,-8.078075,43.547604,2005,27.6,4,5.80000000000007
6624,1.0,2.2,0,2.2,12.2,13,7.8,-9.036931,42.59324,2005,27.6,1,5.80000000000007
6625,2.0,1.55,0,1.55,12.2,29,7.8,-8.035307,43.152513,2005,27.6,4,5.80000000000007
6626,3.6,2.21,0,2.21,12.2,26,7.8,-8.634623,42.936446,2005,27.6,2,5.80000000000007
6627,10.0,4.15,0,4.15,11.4,27,15.0,-7.966212,42.993181,2005,28.6,5,4.20000000000005
6628,2.5,3.2,0,3.2,11.4,22,15.0,-8.325436,42.85141,2005,28.6,4,4.20000000000005
6629,2.0,2.55,0,2.55,11.4,11,15.0,-8.357961,42.810713,2005,28.6,2,4.20000000000005
6630,5.2,1.55,0,1.55,11.4,12,15.0,-7.966212,42.993181,2005,28.6,1,4.20000000000005
6631,1.0,2.2,0,2.2,11.4,19,15.0,-8.74912,42.796929,2005,28.6,2,4.20000000000005
6632,2.0,3.4,0,3.4,11.4,10,15.0,-8.74912,42.796929,2005,28.6,2,4.20000000000005
6633,1.43,1.3,0,1.3,11.4,18,15.0,-7.966212,42.993181,2005,28.6,3,4.20000000000005
6634,8.0,4.0,0,4.0,11.4,31,15.0,-8.357961,42.810713,2005,28.6,4,4.20000000000005
6635,1.2,1.4,0,1.4,11.4,11,15.0,-8.545598,43.127367,2005,28.6,1,4.20000000000005
6636,2.0,3.35,0,3.35,11.4,10,15.0,-8.078075,43.547604,2005,28.6,2,4.20000000000005
6637,2.0,2.1,0,2.1,11.4,16,15.0,-8.382516,43.016148,2005,28.6,2,4.20000000000005
6638,1.0,0.45,0,0.45,11.4,11,15.0,-8.682622,42.851886,2005,28.6,1,4.20000000000005
6639,5.0,2.5,0,2.5,11.4,29,15.0,-9.082862,42.917476,2005,28.6,4,4.20000000000005
6640,2.0,3.05,0,3.05,11.4,16,15.0,-8.381428,42.803773,2005,28.6,2,4.20000000000005
6641,1.0,1.1,0,1.1,11.4,9,15.0,-8.681299,42.797346,2005,28.6,2,4.20000000000005
6642,1.2,1.35,0,1.35,11.4,11,15.0,-8.801318,42.825461,2005,28.6,2,4.20000000000005
6643,1.0,1.4,0,1.4,0.0,19,5.8,-8.976199,42.584255,2005,19.8,2,1.89999999999998
6644,2.0,1.2,0,1.2,0.0,14,5.8,-8.034514,43.199782,2005,19.8,2,1.89999999999998
6645,1.5,0.45,0,0.45,0.0,5,5.8,-9.082862,42.917476,2005,19.8,1,1.89999999999998
6646,3.0,1.2,1,1.2,2.6,5,11.9,-7.804934,43.61754,2005,24.2,1,2.5
6647,4.0,1.4,1,1.4,2.6,25,11.9,-8.346153,42.845983,2005,24.2,2,2.5
6648,4.0,2.35,1,2.35,2.6,11,11.9,-7.965909,43.103299,2005,24.2,2,2.5
6649,4.5,2.35,1,2.35,2.6,14,11.9,-8.367323,43.100946,2005,24.2,2,2.5
6650,1.0,0.48,0,0.48,11.5,11,11.9,-9.007319,42.642678,2005,23.1,2,1.19999999999993
6651,1.5,1.3,0,1.3,11.7,25,11.1,-8.107865,43.319256,2005,24.6,4,2.69999999999993
6652,1.8,2.1,0,2.1,12.2,18,13.1,-8.088987,43.204208,2005,22.2,1,1.89999999999998
6653,4.0,1.3,0,1.3,12.2,6,13.1,-8.990898,42.572775,2005,22.2,2,1.89999999999998
6654,1.0,3.45,0,3.45,12.2,5,13.1,-8.802368,42.656916,2005,22.2,1,1.89999999999998
6655,1.0,2.4,0,2.4,12.2,11,13.1,-8.787082,42.709977,2005,22.2,2,1.89999999999998
6656,2.0,1.35,0,1.35,12.2,16,13.1,-8.552529,43.085602,2005,22.2,1,1.89999999999998
6657,1.9,2.55,0,2.55,12.2,12,13.1,-8.176841,43.562647,2005,22.2,2,1.89999999999998
6658,1.24,2.32,0,2.32,12.2,18,13.1,-8.330014,43.162957,2005,22.2,4,1.89999999999998
6659,1.0,2.45,0,2.45,12.0,11,12.8,-8.301264,43.246178,2005,25.5,1,7.5
6660,1.3,0.57,0,0.57,12.0,16,12.8,-9.065755,42.591137,2005,25.5,4,7.5
6661,1.5,1.05,0,1.05,12.2,13,13.1,-8.850575,42.783715,2005,22.2,1,1.89999999999998
6662,3.0,2.0,0,2.0,12.0,13,12.8,-9.18409,43.155514,2005,25.5,1,7.5
6663,2.0,1.1,0,1.1,12.0,16,12.8,-8.545253,43.163988,2005,25.5,2,7.5
6664,2.5,2.15,0,2.15,12.0,11,12.8,-9.096309,42.85849,2005,25.5,3,7.5
6665,7.0,2.55,0,2.55,12.0,10,12.8,-9.116182,43.044329,2005,25.5,3,7.5
6666,1.0,1.08,0,1.08,12.0,6,12.8,-8.892316,43.036098,2005,25.5,0,7.5
6667,9.8,3.28,0,3.28,12.0,19,12.8,-8.749553,43.146455,2005,25.5,4,7.5
6668,2.41,1.56,0,1.56,12.0,11,12.8,-8.58577,43.293612,2005,25.5,2,7.5
6669,4.0,4.05,0,4.05,12.0,26,12.8,-8.386332,43.251006,2005,25.5,2,7.5
6670,1.5,2.25,0,2.25,3.4,9,11.4,-8.111186,43.484593,2005,24.6,1,2.29999999999995
6671,1.0,1.5,0,1.5,12.0,12,12.8,-8.801955,43.294596,2005,25.5,2,7.5
6672,3.5,2.46,0,2.46,12.0,9,12.8,-8.892316,43.036098,2005,25.5,1,7.5
6673,2.0,3.2,0,3.2,12.0,11,12.8,-8.928184,42.700129,2005,25.5,2,7.5
6674,1.5,2.2,0,2.2,3.4,10,11.4,-8.976258,42.687163,2005,24.6,2,2.29999999999995
6675,1.0,0.1,0,0.1,3.4,15,11.4,-8.137555,43.515554,2005,24.6,1,2.29999999999995
6676,4.0,3.3,0,3.3,3.4,12,11.4,-8.88716,42.720584,2005,24.6,2,2.29999999999995
6677,2.0,2.2,0,2.2,12.2,6,10.6,-9.082862,42.917476,2005,21.4,1,4.20000000000005
6678,1.0,1.2,0,1.2,12.2,6,10.6,-8.308505,43.142839,2005,21.4,1,4.20000000000005
6679,1.0,1.4,0,1.4,12.2,10,10.6,-9.036306,43.191468,2005,21.4,1,4.20000000000005
6680,1.0,0.2,0,0.2,12.2,17,10.6,-9.004175,42.695928,2005,21.4,2,4.20000000000005
6681,1.2,0.5,0,0.5,12.2,28,10.6,-8.585333,42.875529,2005,21.4,7,4.20000000000005
6682,2.2,2.2,0,2.2,12.2,11,10.6,-8.110599,43.54733,2005,21.4,2,4.20000000000005
6683,2.5,2.5,0,2.5,12.2,15,10.6,-8.185687,43.534708,2005,21.4,1,4.20000000000005
6684,1.1,1.3,0,1.3,12.2,24,10.6,-9.18409,43.155514,2005,21.4,3,4.20000000000005
6685,1.0,1.0,1,1.0,4.7,6,9.4,-8.989438,42.991753,2005,23.6,1,7.29999999999995
6686,3.75,1.5,1,1.5,4.7,25,9.4,-8.818712,43.264296,2005,23.6,4,7.29999999999995
6687,1.7,1.05,0,1.05,12.0,10,13.6,-8.386332,43.251006,2005,20.5,1,4.69999999999993
6688,1.33,1.45,0,1.45,12.0,11,13.6,-8.483845,42.995605,2005,20.5,1,4.69999999999993
6689,1.0,1.3,0,1.3,12.0,11,13.6,-8.489409,43.130894,2005,20.5,1,4.69999999999993
6690,5.0,1.25,0,1.25,12.0,11,13.6,-9.026022,42.53267,2005,20.5,2,4.69999999999993
6691,3.5,0.35,0,0.35,12.0,23,13.6,-8.976199,42.584255,2005,20.5,2,4.69999999999993
6692,1.0,1.1,0,1.1,11.8,16,13.9,-8.976199,42.584255,2005,20.4,1,2.10000000000002
6693,1.1,2.0,0,2.0,11.8,7,13.9,-9.023046,42.8825,2005,20.4,1,2.10000000000002
6694,4.5,3.5,0,3.5,11.8,6,13.9,-9.055546,43.074649,2005,20.4,0,2.10000000000002
6695,2.0,4.03,0,4.03,11.8,12,13.9,-8.898748,43.282332,2005,20.4,1,2.10000000000002
6696,2.0,1.45,0,1.45,11.8,17,13.9,-9.023046,42.8825,2005,20.4,3,2.10000000000002
6697,1.0,0.5,0,0.5,11.8,8,13.9,-9.023046,42.8825,2005,20.4,1,2.10000000000002
6698,1.0,2.15,0,2.15,11.8,11,13.9,-9.004175,42.695928,2005,20.4,1,2.10000000000002
6699,8.5,3.3,0,3.3,11.8,11,13.9,-8.763821,42.65805,2005,20.4,2,2.10000000000002
6700,3.0,4.0,0,4.0,11.8,12,13.9,-8.976258,42.687163,2005,20.4,2,2.10000000000002
6701,2.5,2.55,0,2.55,11.8,19,13.9,-9.007319,42.642678,2005,20.4,3,2.10000000000002
6702,1.8,1.55,0,1.55,11.8,12,13.9,-8.976258,42.687163,2005,20.4,2,2.10000000000002
6703,1.8,2.45,0,2.45,11.8,20,13.9,-9.034524,42.626273,2005,20.4,5,2.10000000000002
6704,1.82,3.13,0,3.13,11.8,28,13.9,-9.204368,43.076461,2005,20.4,2,2.10000000000002
6705,3.46,3.25,0,3.25,11.8,24,13.9,-8.11102,43.506013,2005,20.4,3,2.10000000000002
6706,1.4,1.25,0,1.25,11.8,16,13.9,-8.607145,42.884296,2005,20.4,1,2.10000000000002
6707,1.0,2.1,0,2.1,11.8,16,13.9,-8.863984,42.678917,2005,20.4,3,2.10000000000002
6708,1.4,2.05,0,2.05,12.2,5,15.3,-8.147286,43.355872,2005,21.8,1,3.0
6709,1.3,1.15,0,1.15,12.2,6,15.3,-8.442857,43.025553,2005,21.8,2,3.0
6710,1.5,1.15,0,1.15,12.2,15,15.3,-8.682622,42.851886,2005,21.8,4,3.0
6711,1.0,3.35,0,3.35,12.2,30,15.3,-9.18409,43.155514,2005,21.8,5,3.0
6712,1.0,2.15,0,2.15,12.2,6,15.3,-8.999427,42.607448,2005,21.8,1,3.0
6713,3.5,3.3,0,3.3,12.2,11,15.3,-8.858349,43.28644,2005,21.8,1,3.0
6714,3.0,3.0,0,3.0,12.2,17,15.3,-9.149947,43.080238,2005,21.8,1,3.0
6715,1.0,2.45,0,2.45,12.2,14,15.3,-8.43936,42.999881,2005,21.8,0,3.0
6716,3.5,1.25,0,1.25,12.3,13,10.8,-9.192431,42.998877,2005,22.5,2,1.89999999999998
6717,3.5,0.55,0,0.55,12.2,6,15.3,-8.850752,43.227333,2005,21.8,2,3.0
6718,5.5,2.25,0,2.25,12.3,11,10.8,-7.974713,43.033023,2005,22.5,2,1.89999999999998
6719,2.5,2.15,0,2.15,12.3,16,10.8,-9.026022,42.53267,2005,22.5,2,1.89999999999998
6720,1.0,2.1,0,2.1,12.3,6,10.8,-8.780366,43.168517,2005,22.5,1,1.89999999999998
6721,1.6,3.2,0,3.2,12.3,6,10.8,-8.586737,43.139616,2005,22.5,1,1.89999999999998
6722,2.08,1.18,0,1.18,12.3,6,10.8,-8.360454,43.19526,2005,22.5,2,1.89999999999998
6723,1.86,1.55,0,1.55,12.3,9,10.8,-8.371726,43.215926,2005,22.5,1,1.89999999999998
6724,4.0,2.45,0,2.45,12.3,16,10.8,-8.371726,43.215926,2005,22.5,2,1.89999999999998
6725,3.0,2.0,0,2.0,10.4,10,13.6,-9.096309,42.85849,2005,22.0,1,3.19999999999993
6726,1.0,1.15,0,1.15,12.3,6,10.8,-8.597662,42.852951,2005,22.5,1,1.89999999999998
6727,2.0,1.3,0,1.3,12.3,18,10.8,-8.895308,42.893585,2005,22.5,2,1.89999999999998
6728,10.0,2.0,0,2.0,12.3,19,10.8,-8.999427,42.607448,2005,22.5,3,1.89999999999998
6729,1.5,3.1,0,3.1,12.3,7,10.8,-8.830829,42.932203,2005,22.5,2,1.89999999999998
6730,3.0,4.0,0,4.0,12.3,10,10.8,-8.763821,42.65805,2005,22.5,4,1.89999999999998
6731,2.5,1.2,0,1.2,12.3,5,10.8,-8.999427,42.607448,2005,22.5,2,1.89999999999998
6732,3.0,1.4,0,1.4,12.3,13,10.8,-8.361197,43.037733,2005,22.5,1,1.89999999999998
6733,4.08,3.4,0,3.4,10.4,21,13.6,-8.608497,42.788592,2005,22.0,3,3.19999999999993
6734,3.1,4.0,0,4.0,12.3,19,10.8,-9.18409,43.155514,2005,22.5,2,1.89999999999998
6735,2.5,2.1,0,2.1,10.4,23,13.6,-8.547875,42.83571,2005,22.0,3,3.19999999999993
6736,1.0,3.1,0,3.1,10.4,11,13.6,-8.999427,42.607448,2005,22.0,1,3.19999999999993
6737,1.0,0.45,0,0.45,10.4,8,13.6,-8.765458,42.906765,2005,22.0,2,3.19999999999993
6738,1.03,1.2,0,1.2,10.4,21,13.6,-8.623962,42.845404,2005,22.0,3,3.19999999999993
6739,5.0,2.5,0,2.5,10.4,21,13.6,-8.648783,42.786588,2005,22.0,3,3.19999999999993
6740,1.5,1.59,0,1.59,10.4,9,13.6,-8.360454,43.19526,2005,22.0,1,3.19999999999993
6741,7.3,4.13,0,4.13,10.4,20,13.6,-8.195634,43.329704,2005,22.0,4,3.19999999999993
6742,1.5,4.1,0,4.1,10.4,31,13.6,-8.934705,42.663777,2005,22.0,2,3.19999999999993
6743,5.14,3.5,0,3.5,10.4,23,13.6,-8.976258,42.687163,2005,22.0,3,3.19999999999993
6744,4.0,4.0,0,4.0,10.4,23,13.6,-9.157875,43.058246,2005,22.0,2,3.19999999999993
6745,2.0,2.45,1,2.45,11.7,6,7.5,-9.082862,42.917476,2005,22.2,1,4.5
6746,1.0,1.15,1,1.15,11.7,21,7.5,-8.547875,42.83571,2005,22.2,3,4.5
6747,1.2,2.15,1,2.15,11.7,12,7.5,-8.100581,43.14477,2005,22.2,1,4.5
6748,1.9,1.35,1,1.35,11.7,14,7.5,-8.41879,43.08519,2005,22.2,1,4.5
6749,1.5,1.23,1,1.23,11.7,14,7.5,-8.68547,43.186836,2005,22.2,2,4.5
6750,1.0,1.3,1,1.3,11.7,16,7.5,-8.990898,42.572775,2005,22.2,2,4.5
6751,1.0,1.55,1,1.55,11.7,21,7.5,-8.608497,42.788592,2005,22.2,4,4.5
6752,1.0,3.25,1,3.25,11.7,16,7.5,-8.898748,43.282332,2005,22.2,2,4.5
6753,1.05,2.0,1,2.0,11.7,8,7.5,-8.797444,43.112106,2005,22.2,1,4.5
6754,6.0,1.35,0,1.35,6.5,30,11.9,-8.319687,43.186831,2005,23.4,4,3.29999999999995
6755,1.0,1.4,0,1.4,10.2,6,6.7,-8.862134,42.973696,2005,25.0,1,1.60000000000002
6756,4.0,1.2,0,1.2,6.0,1,8.3,-8.789613,43.137621,2005,24.8,0,1.79999999999995
6757,4.0,2.5,0,2.5,6.0,24,8.3,-8.463079,43.30714,2005,24.8,3,1.79999999999995
6758,1.0,2.1,0,2.1,10.2,10,9.4,-8.789613,43.137621,2005,24.0,1,3.60000000000002
6759,1.3,1.03,0,1.03,10.2,29,9.4,-8.971077,43.167923,2005,24.0,3,3.60000000000002
6760,1.0,1.2,0,1.2,10.2,13,9.4,-8.319687,43.186831,2005,24.0,3,3.60000000000002
6761,1.3,2.2,0,2.2,10.2,21,9.4,-8.130649,43.594099,2005,24.0,2,3.60000000000002
6762,1.1,1.4,1,1.4,1.8,9,12.5,-8.301264,43.246178,2005,26.5,1,1.5
6763,1.5,1.09,1,1.09,1.8,11,12.5,-8.450777,43.083016,2005,26.5,2,1.5
6764,1.3,1.15,0,1.15,8.1,8,17.8,-8.693641,43.0464,2005,20.3,1,6.0
6765,2.0,1.3,0,1.3,10.6,1,12.8,-8.786446,42.671189,2005,22.3,1,2.29999999999995
6766,1.0,0.45,0,0.45,10.7,16,5.3,-8.597662,42.852951,2005,21.5,2,2.60000000000002
6767,1.0,1.3,0,1.3,10.7,16,5.3,-8.450777,43.083016,2005,21.5,3,2.60000000000002
6768,1.8,0.5,0,0.5,9.7,11,7.8,-8.308505,43.142839,2005,22.8,1,4.20000000000005
6769,4.0,3.55,0,3.55,9.8,18,6.4,-8.499434,43.177097,2005,20.6,3,1.39999999999998
6770,3.0,2.25,0,2.25,9.8,13,6.4,-8.499434,43.177097,2005,20.6,4,1.39999999999998
6771,8.98,2.4,1,2.4,1.5,11,10.6,-7.963077,43.275921,2005,19.2,2,0.899999999999977
6772,3.5,2.3,0,2.3,10.1,24,11.9,-8.797444,43.112106,2005,24.2,4,3.39999999999998
6773,3.0,2.15,0,2.15,8.4,10,15.8,-8.741116,43.026913,2005,19.8,2,2.70000000000005
6774,1.3,2.0,0,2.0,8.4,12,15.8,-8.741116,43.026913,2005,19.8,3,2.70000000000005
6775,4.5,2.55,0,2.55,8.4,16,15.8,-8.741116,43.026913,2005,19.8,3,2.70000000000005
6776,4.5,3.35,0,3.35,8.4,22,15.8,-8.741116,43.026913,2005,19.8,3,2.70000000000005
6777,4.0,1.5,0,1.5,8.4,13,15.8,-8.741116,43.026913,2005,19.8,1,2.70000000000005
6778,2.54,2.3,0,2.3,10.3,9,11.9,-8.741116,43.026913,2005,22.2,1,4.19999999999993
6779,3.0,3.4,0,3.4,10.3,11,11.9,-8.741116,43.026913,2005,22.2,3,4.19999999999993
6780,3.5,1.5,0,1.5,10.3,11,11.9,-8.862134,42.973696,2005,22.2,1,4.19999999999993
6781,3.5,2.35,0,2.35,10.6,17,6.9,-9.119204,42.97541,2005,22.7,3,3.10000000000002
6782,1.5,1.3,0,1.3,10.5,12,5.3,-9.119078,43.157545,2005,22.5,1,2.79999999999995
6783,1.2,0.56,0,0.56,10.5,5,5.3,-9.119078,43.157545,2005,22.5,1,2.79999999999995
6784,1.0,1.45,0,1.45,10.5,6,5.3,-9.119078,43.157545,2005,22.5,1,2.79999999999995
6785,1.0,1.15,0,1.15,10.5,11,5.3,-8.999427,42.607448,2005,22.5,2,2.79999999999995
6786,1.0,1.3,0,1.3,10.3,5,6.1,-8.499434,43.177097,2005,23.0,1,3.39999999999998
6787,2.0,2.07,0,2.07,10.3,11,6.1,-9.123901,42.889793,2005,23.0,1,3.39999999999998
6788,1.2,1.5,0,1.5,9.8,5,5.6,-9.123901,42.889793,2005,19.8,1,1.60000000000002
6789,1.2,1.35,0,1.35,9.8,11,5.6,-9.123901,42.889793,2005,19.8,3,1.60000000000002
6790,1.8,1.35,0,1.35,9.8,11,5.6,-9.123901,42.889793,2005,19.8,3,1.60000000000002
6791,2.0,2.35,0,2.35,9.8,25,5.6,-9.204368,43.076461,2005,19.8,2,1.60000000000002
6792,2.0,0.4,0,0.4,9.8,7,5.6,-9.204368,43.076461,2005,19.8,1,1.60000000000002
6793,1.05,1.16,0,1.16,8.5,8,5.3,-8.862134,42.973696,2005,20.6,1,5.20000000000005
6794,3.5,3.0,0,3.0,8.5,6,5.3,-9.268324,43.041192,2005,20.6,1,5.20000000000005
6795,2.0,2.0,0,2.0,8.5,10,5.3,-8.643463,42.967731,2005,20.6,1,5.20000000000005
6796,2.8,1.45,0,1.45,8.5,12,5.3,-9.082862,42.917476,2005,20.6,1,5.20000000000005
6797,1.3,1.25,0,1.25,8.5,9,5.3,-9.082862,42.917476,2005,20.6,1,5.20000000000005
6798,1.5,2.1,0,2.1,8.5,9,5.3,-9.082862,42.917476,2005,20.6,2,5.20000000000005
6799,1.0,2.35,0,2.35,8.5,19,5.3,-9.082862,42.917476,2005,20.6,1,5.20000000000005
6800,6.5,2.55,0,2.55,8.5,17,5.3,-9.082862,42.917476,2005,20.6,3,5.20000000000005
6801,6.5,3.5,0,3.5,8.5,11,5.3,-8.926821,43.068876,2005,20.6,3,5.20000000000005
6802,1.5,2.0,1,2.0,7.9,5,6.7,-8.926821,43.068876,2005,26.2,1,3.79999999999995
